exp,epoch,train_loss,val_loss,val_score,threshold
exp_29-04-2021-08-09_f0,0,22.586491747058076,inf,0.693967878818512,
exp_29-04-2021-08-09_f0,1,22.326475610266197,inf,0.671771228313446,
exp_29-04-2021-08-09_f0,2,19.067662670340017,inf,0.7312670350074768,
exp_29-04-2021-08-09_f0,3,13.93341992785047,inf,0.7359774708747864,
exp_29-04-2021-08-09_f0,4,10.512394542738551,inf,0.7426169514656067,
exp_29-04-2021-08-09_f0,5,8.036963495063338,inf,0.7436625957489014,
exp_29-04-2021-08-09_f0,6,6.469894412514213,inf,0.74642413854599,
exp_29-04-2021-08-09_f0,7,5.419603445591071,inf,0.7505831122398376,
exp_29-04-2021-08-09_f0,8,4.707390475106406,inf,0.7483481168746948,
exp_29-04-2021-08-09_f0,9,4.05558294349617,inf,0.7512756586074829,
exp_29-04-2021-08-09_f0,10,3.5626673598389527,inf,0.7534034848213196,
exp_29-04-2021-08-09_f0,11,3.0950926795150293,inf,0.7536572217941284,
exp_29-04-2021-08-09_f0,12,2.716557359361982,inf,0.7547667622566223,
exp_29-04-2021-08-09_f0,13,2.446111410369962,inf,0.7554315328598022,
exp_29-04-2021-08-09_f0,14,2.238378104907927,inf,0.7534874677658081,
