exp,epoch,train_loss,val_loss,val_score,threshold
exp_04-04-2021-08-46_f0,0,16.6381380777793,inf,0.6620469093322754,
exp_04-04-2021-08-46_f0,1,16.491906541092114,inf,0.6591869592666626,
exp_04-04-2021-08-46_f0,2,14.215066065170662,inf,0.7332490682601929,
exp_04-04-2021-08-46_f0,3,10.24662572555809,inf,0.7435852289199829,
exp_04-04-2021-08-46_f0,4,7.981815503942785,inf,0.7458201050758362,
exp_04-04-2021-08-46_f0,5,7.011567739511176,inf,0.750916600227356,
exp_04-04-2021-08-46_f0,6,6.070331623562576,inf,0.7515842318534851,
exp_04-04-2021-08-46_f0,7,5.1392215249697,inf,0.7489727735519409,
exp_04-04-2021-08-46_f0,8,4.401690596877624,inf,0.7551700472831726,
exp_04-04-2021-08-46_f0,9,3.791306577179507,inf,0.7568702697753906,
exp_04-04-2021-08-46_f0,10,3.3075800381574774,inf,0.756278395652771,
exp_04-04-2021-08-46_f0,11,2.880102689096502,inf,0.756441593170166,
exp_04-04-2021-08-46_f0,12,2.5159257838161295,inf,0.7563238739967346,
exp_04-04-2021-08-46_f0,13,2.211692332247731,inf,0.7593684196472168,
exp_04-04-2021-08-46_f0,14,1.9475479011913999,inf,0.7577263712882996,
exp_04-04-2021-08-46_f0,15,1.732539280292729,inf,0.7603126764297485,
exp_04-04-2021-08-46_f0,16,1.5620939312209325,inf,0.7598127126693726,
exp_04-04-2021-08-46_f0,17,1.438718273661935,inf,0.7597219944000244,
exp_04-04-2021-08-46_f0,18,1.3350720843050277,inf,0.7593720555305481,
exp_04-04-2021-08-46_f0,19,1.2791433561084706,inf,0.758622944355011,
