exp,epoch,train_loss,val_loss,val_score,threshold
exp_01-04-2021-13-07_f0,0,14.184319167877161,inf,"tensor(0.6368, device='cuda:0')",0.7
exp_01-04-2021-13-07_f0,1,14.168923855384284,inf,"tensor(0.6377, device='cuda:0')",0.7
exp_01-04-2021-13-07_f0,2,11.457117725002863,inf,"tensor(0.7411, device='cuda:0')",0.79
exp_01-04-2021-13-07_f0,3,7.657906964056133,inf,"tensor(0.7641, device='cuda:0')",0.75
exp_01-04-2021-13-07_f0,4,6.192149725928468,inf,"tensor(0.7797, device='cuda:0')",0.75
exp_01-04-2021-13-07_f0,5,5.471103668212891,inf,"tensor(0.7843, device='cuda:0')",0.73
exp_01-04-2021-13-07_f0,6,5.018677269146629,inf,"tensor(0.7922, device='cuda:0')",0.73
exp_01-04-2021-13-07_f0,7,4.690308970080791,inf,"tensor(0.7983, device='cuda:0')",0.71
exp_01-04-2021-13-07_f0,8,4.419848854928478,inf,"tensor(0.8002, device='cuda:0')",0.72
exp_01-04-2021-13-07_f0,9,4.192492265545501,inf,"tensor(0.8022, device='cuda:0')",0.72
exp_01-04-2021-13-07_f0,10,3.9801553480822673,inf,"tensor(0.8024, device='cuda:0')",0.72
exp_01-04-2021-13-07_f0,11,3.798462414268574,inf,"tensor(0.8025, device='cuda:0')",0.72
exp_01-04-2021-13-07_f0,12,3.6322811601320533,inf,"tensor(0.8041, device='cuda:0')",0.71
exp_01-04-2021-13-07_f0,13,3.4900815445177753,inf,"tensor(0.8046, device='cuda:0')",0.7
exp_01-04-2021-13-07_f0,14,3.361217208615262,inf,"tensor(0.8053, device='cuda:0')",0.72
exp_01-04-2021-13-07_f0,15,3.2623399636570185,inf,"tensor(0.8058, device='cuda:0')",0.7
exp_01-04-2021-13-07_f0,16,3.180873344214405,inf,"tensor(0.8053, device='cuda:0')",0.71
exp_01-04-2021-13-07_f0,17,3.107806950772796,inf,"tensor(0.8061, device='cuda:0')",0.71
exp_01-04-2021-13-07_f0,18,3.057222026649128,inf,"tensor(0.8059, device='cuda:0')",0.71
exp_01-04-2021-13-07_f0,19,3.0348858713686395,inf,"tensor(0.8064, device='cuda:0')",0.71
