exp,epoch,train_loss,val_loss,val_score,threshold
exp_21-04-2021-11-46_f0,0,18.386641645932283,inf,0.637528657913208,
exp_21-04-2021-11-46_f0,1,18.276395145625468,inf,0.6376771330833435,
exp_21-04-2021-11-46_f0,2,17.03840469507242,inf,0.4622046649456024,
exp_21-04-2021-11-46_f0,3,14.098314743754187,inf,0.7111806869506836,
exp_21-04-2021-11-46_f0,4,10.51590646356518,inf,0.7303152084350586,
exp_21-04-2021-11-46_f0,5,7.450962206307481,inf,0.7378562688827515,
exp_21-04-2021-11-46_f0,6,5.156060243570957,inf,0.7411229610443115,
exp_21-04-2021-11-46_f0,7,3.739365803736372,inf,0.741249680519104,
exp_21-04-2021-11-46_f0,8,2.9245132498590922,inf,0.7404866814613342,
exp_21-04-2021-11-46_f0,9,2.4377268462364703,inf,0.739209771156311,
exp_21-04-2021-11-46_f0,10,2.1059140199958373,inf,0.7377128601074219,
exp_21-04-2021-11-46_f0,11,1.2697831712567542,inf,0.7372679114341736,
exp_21-04-2021-11-46_f0,12,0.8987909546567512,inf,0.7358108162879944,
exp_21-04-2021-11-46_f0,13,0.7202814612255074,inf,0.7334445714950562,
exp_21-04-2021-11-46_f0,14,0.576598006045248,inf,0.7339349389076233,
exp_21-04-2021-11-46_f0,15,0.4863707342901231,inf,0.7346792817115784,
exp_21-04-2021-11-46_f0,16,0.4203369638631544,inf,0.7327287793159485,
exp_21-04-2021-11-46_f0,17,0.3714924984890859,inf,0.7341547012329102,
exp_21-04-2021-11-46_f0,18,0.3459045664182361,inf,0.732632040977478,
exp_21-04-2021-11-46_f0,19,0.3168762540010042,inf,0.7323283553123474,
