exp,epoch,train_loss,val_loss,val_score,threshold
exp_07-04-2021-18-03_f0,0,29.295340165235057,inf,0.6865070462226868,
exp_07-04-2021-18-03_f0,1,28.862852773143363,inf,0.6788288354873657,
exp_07-04-2021-18-03_f0,2,26.251418766925326,inf,0.7370931506156921,
exp_07-04-2021-18-03_f0,3,21.16140911765527,inf,0.7567984461784363,
exp_07-04-2021-18-03_f0,4,16.891447280919397,inf,0.7621170282363892,
exp_07-04-2021-18-03_f0,5,14.121852737880783,inf,0.7704095840454102,
exp_07-04-2021-18-03_f0,6,11.74904056635871,inf,0.7680835127830505,
exp_07-04-2021-18-03_f0,7,9.633823469889762,inf,0.766037106513977,
exp_07-04-2021-18-03_f0,8,7.931024885789656,inf,0.7735585570335388,
exp_07-04-2021-18-03_f0,9,6.576642073995174,inf,0.7727343440055847,
exp_07-04-2021-18-03_f0,10,5.505564002757033,inf,0.7765821814537048,
exp_07-04-2021-18-03_f0,11,4.589038776544595,inf,0.7743741273880005,
exp_07-04-2021-18-03_f0,12,3.8396584112697054,inf,0.7736939191818237,
exp_07-04-2021-18-03_f0,13,3.212212736436895,inf,0.7744887471199036,
exp_07-04-2021-18-03_f0,14,2.7123764167032274,inf,0.7743310332298279,
exp_07-04-2021-18-03_f0,15,2.2865958249276828,inf,0.774359405040741,
exp_07-04-2021-18-03_f0,16,1.9778163026900943,inf,0.7742316126823425,
exp_07-04-2021-18-03_f0,17,1.7342548890945653,inf,0.7727920413017273,
exp_07-04-2021-18-03_f0,18,1.560537820136394,inf,0.774103045463562,
exp_07-04-2021-18-03_f0,19,1.4707132993111671,inf,0.7740872502326965,
