exp,epoch,train_loss,val_loss,val_score,threshold
exp_29-04-2021-13-22_f0,0,22.60186340915623,inf,0.6969688534736633,
exp_29-04-2021-13-22_f0,1,22.32548656748302,inf,0.6738427877426147,
exp_29-04-2021-13-22_f0,2,19.224778931532335,inf,0.7440985441207886,
exp_29-04-2021-13-22_f0,3,14.040463383518048,inf,0.7582516670227051,
exp_29-04-2021-13-22_f0,4,10.636618646223154,inf,0.7633036971092224,
exp_29-04-2021-13-22_f0,5,8.213707192620234,inf,0.7731028199195862,
exp_29-04-2021-13-22_f0,6,6.7076457667706615,inf,0.7813431024551392,
exp_29-04-2021-13-22_f0,7,5.697017404570508,inf,0.7915887832641602,
exp_29-04-2021-13-22_f0,8,4.9657774322958135,inf,0.7954393029212952,
exp_29-04-2021-13-22_f0,9,4.341326373281763,inf,0.8000301718711853,
exp_29-04-2021-13-22_f0,10,3.8065331195717427,inf,0.8096067905426025,
exp_29-04-2021-13-22_f0,11,3.3539812791703354,inf,0.8131387233734131,
exp_29-04-2021-13-22_f0,12,2.952120404412497,inf,0.8188225030899048,
exp_29-04-2021-13-22_f0,13,2.6710834187358174,inf,0.8217289447784424,
exp_29-04-2021-13-22_f0,14,2.449719570021131,inf,0.8221355676651001,
