exp,epoch,train_loss,val_loss,val_score,threshold
exp_15-04-2021-13-38_f0,0,25.350990404465097,inf,0.6750802993774414,
exp_15-04-2021-13-38_f0,1,25.218949390264488,inf,0.6744431853294373,
exp_15-04-2021-13-38_f0,2,23.349140454340148,inf,0.6351089477539062,
exp_15-04-2021-13-38_f0,3,20.0429997683406,inf,0.7288983464241028,
exp_15-04-2021-13-38_f0,4,16.53794334148999,inf,0.7298324108123779,
exp_15-04-2021-13-38_f0,5,13.427408734725542,inf,0.7346368432044983,
exp_15-04-2021-13-38_f0,6,10.989639963819933,inf,0.7371063828468323,
exp_15-04-2021-13-38_f0,7,9.216632968208197,inf,0.7378638982772827,
exp_15-04-2021-13-38_f0,8,8.044157459966778,inf,0.7364065647125244,
exp_15-04-2021-13-38_f0,9,7.268427067070052,inf,0.7382329702377319,
exp_15-04-2021-13-38_f0,10,6.7193572384891045,inf,0.732646107673645,
exp_15-04-2021-13-38_f0,11,4.975654552809138,inf,0.7393364906311035,
exp_15-04-2021-13-38_f0,12,4.071952870039567,inf,0.7392041683197021,
exp_15-04-2021-13-38_f0,13,3.479815109329713,inf,0.7376914620399475,
exp_15-04-2021-13-38_f0,14,3.017416302632006,inf,0.7392405867576599,
exp_15-04-2021-13-38_f0,15,2.6598150471405777,inf,0.7386142015457153,
exp_15-04-2021-13-38_f0,16,2.358842038148482,inf,0.7375898361206055,
exp_15-04-2021-13-38_f0,17,2.136815026454636,inf,0.7395259141921997,
exp_15-04-2021-13-38_f0,18,1.9719462126250027,inf,0.7391059994697571,
exp_15-04-2021-13-38_f0,19,1.8809663504883734,inf,0.7386528253555298,
