exp,epoch,train_loss,val_loss,val_score,threshold
exp_07-04-2021-11-45_f0,0,29.296530640111364,inf,0.686389684677124,
exp_07-04-2021-11-45_f0,1,28.869983250229613,inf,0.6789258718490601,
exp_07-04-2021-11-45_f0,2,25.377948872266877,inf,0.7482839226722717,
exp_07-04-2021-11-45_f0,3,19.819081945207877,inf,0.7598945498466492,
exp_07-04-2021-11-45_f0,4,16.306767364644394,inf,0.7613935470581055,
exp_07-04-2021-11-45_f0,5,14.399072030600477,inf,0.7584822773933411,
exp_07-04-2021-11-45_f0,6,12.563189558276218,inf,0.7609970569610596,
exp_07-04-2021-11-45_f0,7,10.51656283464287,inf,0.765663206577301,
exp_07-04-2021-11-45_f0,8,8.819883787228596,inf,0.7694685459136963,
exp_07-04-2021-11-45_f0,9,7.489774105290131,inf,0.767428457736969,
exp_07-04-2021-11-45_f0,10,6.446808320916798,inf,0.7732883095741272,
exp_07-04-2021-11-45_f0,11,5.51371809064716,inf,0.7731800675392151,
exp_07-04-2021-11-45_f0,12,4.712296675634217,inf,0.7717205882072449,
exp_07-04-2021-11-45_f0,13,4.012601672559803,inf,0.7738201022148132,
exp_07-04-2021-11-45_f0,14,3.4111979423632004,inf,0.7730529308319092,
exp_07-04-2021-11-45_f0,15,2.8710055110613135,inf,0.7709261775016785,
exp_07-04-2021-11-45_f0,16,2.412820867785495,inf,0.7732332348823547,
exp_07-04-2021-11-45_f0,17,2.0383281874684496,inf,0.7732694149017334,
exp_07-04-2021-11-45_f0,18,1.744450725849757,inf,0.7728240489959717,
exp_07-04-2021-11-45_f0,19,1.495515626049932,inf,0.7712738513946533,
exp_07-04-2021-11-45_f0,20,1.3027472677906864,inf,0.772484302520752,
exp_07-04-2021-11-45_f0,21,1.1714718759129457,inf,0.7708014249801636,
exp_07-04-2021-11-45_f0,22,1.0500076842280224,inf,0.7702428102493286,
