exp,epoch,train_loss,val_loss,val_score,threshold
exp_30-04-2021-08-14_f0,0,25.314867124726682,inf,0.5819588303565979,
exp_30-04-2021-08-14_f0,1,24.845986700191553,inf,0.1077166348695755,
exp_30-04-2021-08-14_f0,2,25.02939354427277,inf,0.7063078284263611,
exp_30-04-2021-08-14_f0,3,19.852580571820198,inf,0.7466857433319092,
exp_30-04-2021-08-14_f0,4,16.00669504302779,inf,0.7633930444717407,
exp_30-04-2021-08-14_f0,5,13.109360698447063,inf,0.7744125127792358,
exp_30-04-2021-08-14_f0,6,11.308658320251523,inf,0.7834925651550293,
exp_30-04-2021-08-14_f0,7,10.08535035139595,inf,0.7911689877510071,
exp_30-04-2021-08-14_f0,8,9.053747208735077,inf,0.7984656095504761,
exp_30-04-2021-08-14_f0,9,8.188293108864436,inf,0.8094481229782104,
exp_30-04-2021-08-14_f0,10,7.403859270275697,inf,0.8143150210380554,
exp_30-04-2021-08-14_f0,11,6.7346061346800274,inf,0.8192996978759766,
exp_30-04-2021-08-14_f0,12,6.19451661804477,inf,0.8246599435806274,
exp_30-04-2021-08-14_f0,13,5.8033126008276845,inf,0.8260342478752136,
exp_30-04-2021-08-14_f0,14,5.496982257016678,inf,0.8288806080818176,
