exp,epoch,train_loss,val_loss,val_score,threshold
exp_23-04-2021-13-04_f0,0,25.397159558673238,inf,0.6330471038818359,
exp_23-04-2021-13-04_f0,1,25.305266393617142,inf,0.633345365524292,
exp_23-04-2021-13-04_f0,2,23.98786278658135,inf,0.6667936444282532,
exp_23-04-2021-13-04_f0,3,20.711715990998023,inf,0.7187051177024841,
exp_23-04-2021-13-04_f0,4,17.16648154147836,inf,0.7418462634086609,
exp_23-04-2021-13-04_f0,5,13.856372487267782,inf,0.7469220757484436,
exp_23-04-2021-13-04_f0,6,11.009602076508278,inf,0.7523723244667053,
exp_23-04-2021-13-04_f0,7,8.734927581077399,inf,0.7560011744499207,
exp_23-04-2021-13-04_f0,8,7.065282839398051,inf,0.7494728565216064,
exp_23-04-2021-13-04_f0,9,5.871077954491904,inf,0.7526129484176636,
exp_23-04-2021-13-04_f0,10,5.045557952481647,inf,0.7500876784324646,
exp_23-04-2021-13-04_f0,11,3.006238146715386,inf,0.749934732913971,
exp_23-04-2021-13-04_f0,12,1.6964626717012983,inf,0.7485635876655579,
exp_23-04-2021-13-04_f0,13,1.0569658167140428,inf,0.748934268951416,
exp_23-04-2021-13-04_f0,14,0.6757330279017604,inf,0.7486691474914551,
exp_23-04-2021-13-04_f0,15,0.45424725752930306,inf,0.7467236518859863,
exp_23-04-2021-13-04_f0,16,0.32777308391970256,inf,0.7476097345352173,
exp_23-04-2021-13-04_f0,17,0.248380221928968,inf,0.7456363439559937,
exp_23-04-2021-13-04_f0,18,0.19524995267044667,inf,0.747430682182312,
exp_23-04-2021-13-04_f0,19,0.16467678650867107,inf,0.748227596282959,
