exp,epoch,train_loss,val_loss,val_score,threshold
exp_10-04-2021-16-52_f0,0,30.147965382778082,inf,0.5941231846809387,
exp_10-04-2021-16-52_f0,1,29.799239484315997,inf,0.5490761995315552,
exp_10-04-2021-16-52_f0,2,28.340715842572695,inf,0.595086395740509,
exp_10-04-2021-16-52_f0,3,25.04719024364251,inf,0.714471697807312,
exp_10-04-2021-16-52_f0,4,20.770149187532283,inf,0.744448721408844,
exp_10-04-2021-16-52_f0,5,16.999488514901877,inf,0.7561841607093811,
exp_10-04-2021-16-52_f0,6,14.391802562306099,inf,0.7644519805908203,
exp_10-04-2021-16-52_f0,7,12.753762811370155,inf,0.7656785845756531,
exp_10-04-2021-16-52_f0,8,11.666575024299155,inf,0.7684634327888489,
exp_10-04-2021-16-52_f0,9,10.839880841417196,inf,0.7706851363182068,
exp_10-04-2021-16-52_f0,10,10.234112485695219,inf,0.7701677680015564,
exp_10-04-2021-16-52_f0,11,8.784954253929927,inf,0.7721629738807678,
exp_10-04-2021-16-52_f0,12,7.7565365706141485,inf,0.7755489945411682,
exp_10-04-2021-16-52_f0,13,6.977151106618958,inf,0.773539125919342,
exp_10-04-2021-16-52_f0,14,6.362439732626733,inf,0.7796919941902161,
exp_10-04-2021-16-52_f0,15,5.806600304284572,inf,0.7772781848907471,
exp_10-04-2021-16-52_f0,16,5.3241105250844605,inf,0.775780200958252,
exp_10-04-2021-16-52_f0,17,4.903890040626459,inf,0.7762907147407532,
exp_10-04-2021-16-52_f0,18,4.5250136000471235,inf,0.777757465839386,
exp_10-04-2021-16-52_f0,19,4.189376752973646,inf,0.7794204354286194,
exp_10-04-2021-16-52_f0,20,3.8825649803866438,inf,0.777494490146637,
exp_10-04-2021-16-52_f0,21,3.62681379105289,inf,0.7807281613349915,
exp_10-04-2021-16-52_f0,22,3.37185316849924,inf,0.77960604429245,
exp_10-04-2021-16-52_f0,23,3.1798339311796813,inf,0.7802742719650269,
exp_10-04-2021-16-52_f0,24,3.0066046370307533,inf,0.780448317527771,
exp_10-04-2021-16-52_f0,25,2.8868955724502405,inf,0.7789260149002075,
exp_10-04-2021-16-52_f0,26,2.7439846353647797,inf,0.7794746160507202,
exp_10-04-2021-16-52_f0,27,2.6574748220042883,inf,0.7789349555969238,
exp_10-04-2021-16-52_f0,28,2.5826921657171433,inf,0.7795686721801758,
exp_10-04-2021-16-52_f0,29,2.545521203356741,inf,0.7797480225563049,
