exp,epoch,train_loss,val_loss,val_score,threshold
exp_23-04-2021-10-40_f0,0,25.34738878719726,inf,0.6311504244804382,
exp_23-04-2021-10-40_f0,1,25.194925735544853,inf,0.6314285397529602,
exp_23-04-2021-10-40_f0,2,24.740013518717355,inf,0.6265525221824646,
exp_23-04-2021-10-40_f0,3,23.642747778875826,inf,0.6589543223381042,
exp_23-04-2021-10-40_f0,4,22.177178666638937,inf,0.6828610897064209,
exp_23-04-2021-10-40_f0,5,20.541592761543836,inf,0.7079747319221497,
exp_23-04-2021-10-40_f0,6,18.815574216453168,inf,0.7219647169113159,
exp_23-04-2021-10-40_f0,7,17.06513037175253,inf,0.7307195067405701,
exp_23-04-2021-10-40_f0,8,15.320090493076462,inf,0.7350487112998962,
exp_23-04-2021-10-40_f0,9,13.612351734691073,inf,0.7376330494880676,
exp_23-04-2021-10-40_f0,10,11.969400616204029,inf,0.7404137849807739,
exp_23-04-2021-10-40_f0,11,10.04602811884574,inf,0.7402337789535522,
exp_23-04-2021-10-40_f0,12,8.95964864421475,inf,0.73957759141922,
exp_23-04-2021-10-40_f0,13,8.09924202566247,inf,0.7398366928100586,
exp_23-04-2021-10-40_f0,14,7.433330843022991,inf,0.740140974521637,
exp_23-04-2021-10-40_f0,15,6.902787731575716,inf,0.7378228902816772,
exp_23-04-2021-10-40_f0,16,6.499765924422577,inf,0.7371158003807068,
exp_23-04-2021-10-40_f0,17,6.194038377203213,inf,0.7378371953964233,
exp_23-04-2021-10-40_f0,18,5.994949812093443,inf,0.7378333806991577,
exp_23-04-2021-10-40_f0,19,5.875974615090369,inf,0.7381757497787476,
